age,gender,daily_gaming_hours,game_genre,primary_game,gaming_platform,sleep_hours,sleep_quality,sleep_disruption_frequency,academic_work_performance,grades_gpa,work_productivity_score,mood_state,mood_swing_frequency,withdrawal_symptoms,loss_of_other_interests,continued_despite_problems,eye_strain,back_neck_pain,weight_change_kg,exercise_hours_weekly,social_isolation_score,face_to_face_social_hours_weekly,monthly_game_spending_usd,years_gaming,gaming_addiction_risk_level
0.12761159989267895,1,-1.099673541574243,3,8,3,1.0148612984558762,0,3,4,1.6236017176120112,-1.3692693922069101,5,2,False,False,False,False,False,-0.7777877809383008,0.8614153195097867,-0.8955383898693237,0.8121165930758291,-0.5146255611690704,-1.2709203222388028,1
0.6137510280552668,1,0.5054855278049275,1,2,2,-0.9289184646445092,0,2,5,0.011915906570161323,1.5654782334661979,5,3,True,True,True,False,True,0.20021014731176323,0.0854154177571957,0.5396192862033105,-1.1878421815321887,-0.03873967626436806,0.05405916299764709,3
-0.11545811418861496,0,0.36590647829369544,5,19,2,-0.44297352386941324,0,2,5,-1.1902431819938408,-1.3692693922069101,8,0,True,True,False,True,True,-0.91750177068831,-0.9677273060498914,0.061233394179099114,0.385458721159452,-0.4710517382204397,0.31905506004493706,0
-0.6015975423512028,1,0.22632742878246306,0,1,3,-1.6231255228946473,3,1,0,-0.10697894834276182,-0.11152040977557812,0,0,True,False,False,False,False,-0.7079307860632962,-0.4688702263517977,0.061233394179099114,-0.8411826606001322,-0.6382311436060126,-1.2709203222388028,2
0.12761159989267895,1,-1.4137264029745154,4,6,3,1.2231234159309174,0,3,4,1.702864954220627,-0.5307700705860221,6,1,False,False,False,False,False,-0.91750177068831,2.136272300960472,-1.373924281893535,0.5187893061333199,-0.8485451196927503,-0.4759326310969329,1
0.12761159989267895,1,-1.204357828707667,1,3,2,1.0148612984558762,4,2,1,-0.9260323932984558,0.3077292510348659,3,3,False,False,False,False,False,-0.49835980143828246,1.6928437856732768,-0.8955383898693237,0.6521198911071877,-0.6146872231418332,-0.7409285281442228,1
-0.6015975423512028,1,-1.657989739619172,4,13,3,2.1950132974811107,3,0,4,-0.1201894877775308,-0.11152040977557812,3,0,False,False,False,False,False,-0.9873587655633144,1.748272350084176,-1.373924281893535,1.398771166960848,-0.4903788371089453,0.05405916299764709,1
-0.6015975423512028,1,0.5054855278049275,2,11,2,-1.5537048170696333,2,2,0,-1.8375596142975348,-0.11152040977557812,1,1,True,True,True,True,False,1.2480650704368317,-1.355727256926187,1.018005178227522,-0.8145165436053589,0.2633780195427707,0.05405916299764709,3
-1.0877369705137905,1,-1.6230949772413639,1,2,2,1.8479097683560417,1,2,4,0.6856534177433938,-0.11152040977557812,7,0,False,False,False,False,False,-0.91750177068831,1.748272350084176,-1.373924281893535,0.89211494406015,-0.6763582386860645,-0.4759326310969329,1
-1.5738763986763784,1,-1.099673541574243,6,20,3,1.0148612984558762,1,4,2,0.8309693515258555,-0.11152040977557812,6,3,False,False,False,False,False,-0.8476447758133053,1.360272399207881,-1.373924281893535,1.6654323369085837,-0.5170853737548803,-0.7409285281442228,1
0.37068131397397286,1,-0.36688353164027393,5,19,1,-0.3041321122193856,0,1,0,0.9630747458735482,0.3077292510348659,1,3,False,False,False,True,False,-0.4285028065632779,0.3625582398116924,-0.41715249784511227,-0.361192554694208,-0.6074834862833902,-0.21093673404964292,1
0.12761159989267895,1,-0.12262019499561748,5,9,0,-0.3735528180443991,1,2,4,0.025126446004930886,-1.3692693922069101,7,3,False,False,False,False,True,-0.21893182193826424,0.6951296262770883,-0.41715249784511227,0.35879260416467856,-0.010627532426541797,-1.005924425191513,1
1.0998904562178546,1,0.40080124067150336,4,6,0,-0.0958699947443444,3,2,5,0.011915906570161323,-0.11152040977557812,1,1,True,True,False,True,True,1.2480650704368317,-0.02544171106460258,1.018005178227522,-0.22786196972034015,-0.3247807398142501,0.31905506004493706,0
-0.35852782826990887,1,-1.099673541574243,4,13,0,1.153702710105904,0,4,5,-1.1638221031243026,-0.9500197313964661,6,1,False,False,False,False,False,-0.9873587655633144,-0.13629883988640135,-0.41715249784511227,1.452103400950395,-0.9100404343379952,0.8490468541395171,1
-0.11545811418861496,1,0.7846436268273922,1,3,1,-1.7619669345446745,4,0,0,0.3157583135698543,-1.3692693922069101,0,4,True,True,True,True,False,-0.7777877809383008,0.0854154177571957,1.4963910702517333,0.11879755121171627,0.11921543192441816,0.05405916299764709,3
-0.11545811418861496,1,1.1335912506054726,0,22,0,-0.16529070056935793,3,4,1,-0.5032951313858394,0.7269789118453099,1,3,True,True,False,False,True,0.1303531524367586,-1.189441563693489,1.4963910702517333,-1.4545033514799244,0.13125094350498745,-1.2709203222388028,3
0.37068131397397286,1,0.12164314164903897,5,7,0,-0.9289184646445092,3,0,1,0.5139164050913936,-0.9500197313964661,6,1,False,True,False,True,False,1.3179220653118362,-0.3025845331190993,1.018005178227522,0.385458721159452,-0.7751021439164293,1.644034545281387,2
-1.0877369705137905,0,-0.01793590786219338,3,14,0,-0.3041321122193856,0,4,4,-1.8507701537323038,-0.11152040977557812,1,2,False,True,False,False,True,0.20021014731176323,-0.6351559195844956,-1.373924281893535,0.43879095514899946,-0.454184451917744,-0.4759326310969329,2
-1.5738763986763784,0,0.05185361689342279,5,19,1,0.5289163576807798,1,3,0,0.9894958247430868,-0.11152040977557812,1,1,False,True,False,True,False,-0.91750177068831,0.3071296754007933,0.061233394179099114,-0.7611843096158116,0.18729953028165358,-0.4759326310969329,2
-0.35852782826990887,0,0.9591174387164324,0,17,0,-0.026449288919330263,4,1,0,0.14402130091785403,1.146228572655754,5,3,True,False,False,True,True,0.2700671421867677,-0.6905844839953947,0.5396192862033105,-0.6545198416367173,-0.34129662431897295,0.05405916299764709,0
0.37068131397397286,1,-0.3319887692624657,4,4,3,0.8760198868058486,0,3,4,-0.7675059200812248,-1.7885190530173543,2,3,False,False,False,False,False,0.1303531524367586,-0.41344166194089804,-0.8955383898693237,0.945447178049697,-0.3967302579491866,1.379038648234097,1
0.37068131397397286,1,-0.9600944920630108,4,4,0,2.0561718858310822,1,0,0,1.1744433768298566,1.5654782334661979,6,4,False,False,False,False,False,-0.28878881681326873,0.4734153686334912,-0.41715249784511227,0.7054521250967352,-0.5970292827936986,0.8490468541395171,1
-0.6015975423512028,1,-0.08772543261780924,0,1,2,0.5983370635057933,0,0,1,1.8349703485683195,-0.11152040977557812,1,2,False,False,False,True,True,-0.4285028065632779,0.58427249745529,-0.41715249784511227,-0.22786196972034015,-0.43705361426656864,0.31905506004493706,1
